Variable,Importance,Sign,method,area,month,resp,StDev
altitude,0.04835675153264243,NA,perm_rmse,AIL,12,T3_meanmax,0.017146645363066385
snow_days,0.04578300199846406,NA,perm_rmse,AIL,12,T3_meanmax,0.01852736666557377
tpi100,0.15417059546753495,NA,perm_rmse,AIL,12,T3_meanmax,0.03847652631759396
moist_med,0.11402184213426228,NA,perm_rmse,AIL,12,T3_meanmax,0.038355547585767646
altitude,0.3050535734300706,NA,pdp,AIL,12,T3_meanmax,NA
snow_days,0.5533984598614116,NA,pdp,AIL,12,T3_meanmax,NA
tpi100,0.8528511200778872,NA,pdp,AIL,12,T3_meanmax,NA
moist_med,0.4885004401257372,NA,pdp,AIL,12,T3_meanmax,NA
snow_days,4.15090501520832,POS,tstat,AIL,12,T3_meanmin,NA
tpi100,3.9174378959697,NEG,tstat,AIL,12,T3_meanmin,NA
canopy_cover2m_10m,1.7121659608544575,POS,tstat,AIL,12,T3_meanmin,NA
moist_med,2.171539490500575,POS,tstat,AIL,12,T3_meanmin,NA
snow_days,0.21528592817995912,NA,perm_r2,AIL,12,T3_meanmin,0.0487100907205997
tpi100,0.1821225078424723,NA,perm_r2,AIL,12,T3_meanmin,0.03802212469400661
canopy_cover2m_10m,0.055558732461437034,NA,perm_r2,AIL,12,T3_meanmin,0.025609686576212102
moist_med,0.08323560723908095,NA,perm_r2,AIL,12,T3_meanmin,0.03976574037527347
snow_days,0.3983729958002612,NA,perm_rmse,AIL,12,T3_meanmin,0.09211073918959435
tpi100,0.3063677881797802,NA,perm_rmse,AIL,12,T3_meanmin,0.034690926979546
canopy_cover2m_10m,0.05878171146481141,NA,perm_rmse,AIL,12,T3_meanmin,0.048309537226765245
moist_med,0.09400963974018753,NA,perm_rmse,AIL,12,T3_meanmin,0.06662621755443333
snow_days,2.3753799308243266,NA,pdp,AIL,12,T3_meanmin,NA
tpi100,1.7337527869294973,NA,pdp,AIL,12,T3_meanmin,NA
canopy_cover2m_10m,0.4673705090869569,NA,pdp,AIL,12,T3_meanmin,NA
moist_med,0.6246773363385658,NA,pdp,AIL,12,T3_meanmin,NA
altitude,2.9329479022799902,POS,tstat,AIL,12,T4_mean,NA
wetland_prop_100m,3.3514648235808298,NEG,tstat,AIL,12,T4_mean,NA
moist_med,1.9327632610971215,NEG,tstat,AIL,12,T4_mean,NA
altitude,0.26172728633757575,NA,perm_r2,AIL,12,T4_mean,0.10480552729515223
wetland_prop_100m,0.2783421812493004,NA,perm_r2,AIL,12,T4_mean,0.060777319202104316
moist_med,0.12718106503586524,NA,perm_r2,AIL,12,T4_mean,0.08023362051777327
altitude,0.10788359169423585,NA,perm_rmse,AIL,12,T4_mean,0.02662300491925727
wetland_prop_100m,0.1543076270109772,NA,perm_rmse,AIL,12,T4_mean,0.035818166958495164
moist_med,0.05148973016106069,NA,perm_rmse,AIL,12,T4_mean,0.03262944820522089
altitude,0.3272269167849118,NA,pdp,AIL,12,T4_mean,NA
wetland_prop_100m,0.39393016672312003,NA,pdp,AIL,12,T4_mean,NA
moist_med,0.19742794831947177,NA,pdp,AIL,12,T4_mean,NA
altitude,7.72611191799986,POS,tstat,AIL,12,T4_absmin,NA
wetland_prop_100m,4.588736737315984,NEG,tstat,AIL,12,T4_absmin,NA
moist_med,1.9762082442547337,NEG,tstat,AIL,12,T4_absmin,NA
altitude,0.6459342296231974,NA,perm_r2,AIL,12,T4_absmin,0.08540935089016634
wetland_prop_100m,0.3037018515760822,NA,perm_r2,AIL,12,T4_absmin,0.09105846411190524
moist_med,0.06775032687542806,NA,perm_r2,AIL,12,T4_absmin,0.04364307897636435
altitude,2.3525178444263712,NA,perm_rmse,AIL,12,T4_absmin,0.39587880715402485
wetland_prop_100m,1.055859326594869,NA,perm_rmse,AIL,12,T4_absmin,0.16301963943839567
moist_med,0.2873041131921986,NA,perm_rmse,AIL,12,T4_absmin,0.15897231618133548
altitude,3.7331918994282915,NA,pdp,AIL,12,T4_absmin,NA
wetland_prop_100m,2.3358898789029148,NA,pdp,AIL,12,T4_absmin,NA
moist_med,0.8742533911765521,NA,pdp,AIL,12,T4_absmin,NA
altitude,3.3183364055503572,NEG,tstat,AIL,12,T4_meanmax,NA
wetland_prop_100m,2.063306770962515,NEG,tstat,AIL,12,T4_meanmax,NA
altitude,0.27499233829042324,NA,perm_r2,AIL,12,T4_meanmax,0.03486876297254397
wetland_prop_100m,0.1276226143464022,NA,perm_r2,AIL,12,T4_meanmax,0.05599131510958771
altitude,0.07860082291652573,NA,perm_rmse,AIL,12,T4_meanmax,0.025023923511546486
wetland_prop_100m,0.037566509685388424,NA,perm_rmse,AIL,12,T4_meanmax,0.01823522344247091
altitude,0.2130820281640446,NA,pdp,AIL,12,T4_meanmax,NA
wetland_prop_100m,0.13412211299754767,NA,pdp,AIL,12,T4_meanmax,NA
altitude,5.523689143335371,POS,tstat,AIL,12,T4_meanmin,NA
wetland_prop_100m,3.5909354366786057,NEG,tstat,AIL,12,T4_meanmin,NA
moist_med,2.3655619872568323,NEG,tstat,AIL,12,T4_meanmin,NA
altitude,0.5072810257978064,NA,perm_r2,AIL,12,T4_meanmin,0.07272518685902857
wetland_prop_100m,0.24412118925894383,NA,perm_r2,AIL,12,T4_meanmin,0.06650226261622269
moist_med,0.1271700667343315,NA,perm_r2,AIL,12,T4_meanmin,0.0512725213889824
altitude,0.5982544794489597,NA,perm_rmse,AIL,12,T4_meanmin,0.15073893573501423
wetland_prop_100m,0.32079180870524804,NA,perm_rmse,AIL,12,T4_meanmin,0.08501708996555063
moist_med,0.15676824470519268,NA,perm_rmse,AIL,12,T4_meanmin,0.02003462228429039
altitude,1.1063569075642152,NA,pdp,AIL,12,T4_meanmin,NA
wetland_prop_100m,0.7577283238697896,NA,pdp,AIL,12,T4_meanmin,NA
moist_med,0.4337961104645174,NA,pdp,AIL,12,T4_meanmin,NA
tpi100,3.190833028889613,POS,tstat,VAR,1,T1_absmax,NA
canopy_cover2m_10m,2.6925399507264975,POS,tstat,VAR,1,T1_absmax,NA
moist_med,2.422549386647006,POS,tstat,VAR,1,T1_absmax,NA
tpi100,0.22198877686579085,NA,perm_r2,VAR,1,T1_absmax,0.0633800350996812
canopy_cover2m_10m,0.15265179836260243,NA,perm_r2,VAR,1,T1_absmax,0.07600591392717206
moist_med,0.13075281715639675,NA,perm_r2,VAR,1,T1_absmax,0.06538334285761098
tpi100,0.0943052100438708,NA,perm_rmse,VAR,1,T1_absmax,0.030591937928644657
canopy_cover2m_10m,0.080865213486452,NA,perm_rmse,VAR,1,T1_absmax,0.024961783220124954
moist_med,0.06448217483283575,NA,perm_rmse,VAR,1,T1_absmax,0.020736709991191565
tpi100,0.2859280321861331,NA,pdp,VAR,1,T1_absmax,NA
canopy_cover2m_10m,0.16313259779273756,NA,pdp,VAR,1,T1_absmax,NA
moist_med,0.15902754300010896,NA,pdp,VAR,1,T1_absmax,NA
tpi100,2.479461793278414,POS,tstat,VAR,1,T2_absmax,NA
canopy_cover2m_10m,2.3925030533877036,POS,tstat,VAR,1,T2_absmax,NA
moist_med,3.7999564517169944,POS,tstat,VAR,1,T2_absmax,NA
tpi100,0.14939574876011497,NA,perm_r2,VAR,1,T2_absmax,0.06155672432532198
canopy_cover2m_10m,0.17519621511709593,NA,perm_r2,VAR,1,T2_absmax,0.031272840527427376
moist_med,0.26560360470988736,NA,perm_r2,VAR,1,T2_absmax,0.024143035486026185
tpi100,0.04316732708159989,NA,perm_rmse,VAR,1,T2_absmax,0.018897883434740356
canopy_cover2m_10m,0.030612706477711832,NA,perm_rmse,VAR,1,T2_absmax,0.016299722005744012
moist_med,0.10163126715749002,NA,perm_rmse,VAR,1,T2_absmax,0.02041321322575635
tpi100,0.16198782424538372,NA,pdp,VAR,1,T2_absmax,NA
canopy_cover2m_10m,0.1056825763654304,NA,pdp,VAR,1,T2_absmax,NA
moist_med,0.18186562705361703,NA,pdp,VAR,1,T2_absmax,NA
altitude,1.4891202055418216,POS,tstat,VAR,1,T3_absmax,NA
wetland_prop_100m,2.4536567149412214,POS,tstat,VAR,1,T3_absmax,NA
snow_days,1.8491875713069075,NEG,tstat,VAR,1,T3_absmax,NA
canopy_cover2m_10m,2.381641673508349,POS,tstat,VAR,1,T3_absmax,NA
altitude,0.06972563518320349,NA,perm_r2,VAR,1,T3_absmax,0.045841927161088376
wetland_prop_100m,0.17544861418666183,NA,perm_r2,VAR,1,T3_absmax,0.04006847824207726
snow_days,0.1341061536245547,NA,perm_r2,VAR,1,T3_absmax,0.04150906275252081
canopy_cover2m_10m,0.15623688656913978,NA,perm_r2,VAR,1,T3_absmax,0.05528648160919918
altitude,0.022746465993665844,NA,perm_rmse,VAR,1,T3_absmax,0.013674107033180154
wetland_prop_100m,0.06536683986049575,NA,perm_rmse,VAR,1,T3_absmax,0.024990180150206077
snow_days,0.022665702983521836,NA,perm_rmse,VAR,1,T3_absmax,0.013185672868859584
canopy_cover2m_10m,0.06187696590231211,NA,perm_rmse,VAR,1,T3_absmax,0.016540383497356634
altitude,0.09647020990329991,NA,pdp,VAR,1,T3_absmax,NA
wetland_prop_100m,0.16870352889688534,NA,pdp,VAR,1,T3_absmax,NA
snow_days,0.13691339271662561,NA,pdp,VAR,1,T3_absmax,NA
canopy_cover2m_10m,0.13015356930029084,NA,pdp,VAR,1,T3_absmax,NA
altitude,26.50938437529304,NEG,tstat,VAR,1,T4_absmax,NA
altitude,0.9192364804383054,NA,perm_r2,VAR,1,T4_absmax,0.01939393174723957
altitude,0.48923891045731105,NA,perm_rmse,VAR,1,T4_absmax,0.02221076067170877
altitude,0.4175236974988585,NA,pdp,VAR,1,T4_absmax,NA
tpi100,3.0519428454361552,POS,tstat,VAR,1,T1_mean,NA
canopy_cover2m_10m,2.0271859681949427,POS,tstat,VAR,1,T1_mean,NA
moist_med,2.2638047600112046,POS,tstat,VAR,1,T1_mean,NA
tpi100,0.19302053620794313,NA,perm_r2,VAR,1,T1_mean,0.04595959262847161
canopy_cover2m_10m,0.1258435509894332,NA,perm_r2,VAR,1,T1_mean,0.037178918483203295
moist_med,0.12928497616760948,NA,perm_r2,VAR,1,T1_mean,0.05995307089911156
tpi100,0.09746999611696798,NA,perm_rmse,VAR,1,T1_mean,0.04789856219353502
canopy_cover2m_10m,0.05291086560118331,NA,perm_rmse,VAR,1,T1_mean,0.024424877540178854
moist_med,0.06900026500113979,NA,perm_rmse,VAR,1,T1_mean,0.019751964647465883
tpi100,0.35264461964013893,NA,pdp,VAR,1,T1_mean,NA
canopy_cover2m_10m,0.15837272781854175,NA,pdp,VAR,1,T1_mean,NA
moist_med,0.1916226702796791,NA,pdp,VAR,1,T1_mean,NA
tpi100,2.28700674113741,POS,tstat,VAR,1,T1_absmin,NA
moist_med,1.7396713610342323,POS,tstat,VAR,1,T1_absmin,NA
tpi100,0.12725342765458705,NA,perm_r2,VAR,1,T1_absmin,0.011586386049790547
moist_med,0.07800660798423717,NA,perm_r2,VAR,1,T1_absmin,0.02831453687136278
tpi100,0.11097884466697676,NA,perm_rmse,VAR,1,T1_absmin,0.0352543541645224
moist_med,0.07672833362354632,NA,perm_rmse,VAR,1,T1_absmin,0.04641064862381372
tpi100,0.4880553276362433,NA,pdp,VAR,1,T1_absmin,NA
moist_med,0.2622762800612827,NA,pdp,VAR,1,T1_absmin,NA
tpi100,3.0644436378268956,POS,tstat,VAR,1,T1_meanmax,NA
canopy_cover2m_10m,2.1106660919122864,POS,tstat,VAR,1,T1_meanmax,NA
moist_med,2.3048764205767354,POS,tstat,VAR,1,T1_meanmax,NA
tpi100,0.2033983296306893,NA,perm_r2,VAR,1,T1_meanmax,0.022847797869084197
canopy_cover2m_10m,0.13946824780766606,NA,perm_r2,VAR,1,T1_meanmax,0.03477872690539475
moist_med,0.1510280740396896,NA,perm_r2,VAR,1,T1_meanmax,0.03612575459247474
tpi100,0.08774917503935213,NA,perm_rmse,VAR,1,T1_meanmax,0.024479150102816993
canopy_cover2m_10m,0.0520495753701247,NA,perm_rmse,VAR,1,T1_meanmax,0.02382176620186947
moist_med,0.07158010883065392,NA,perm_rmse,VAR,1,T1_meanmax,0.011877365203452705
tpi100,0.3429888491837808,NA,pdp,VAR,1,T1_meanmax,NA
canopy_cover2m_10m,0.15972534537994434,NA,pdp,VAR,1,T1_meanmax,NA
moist_med,0.18898314020182233,NA,pdp,VAR,1,T1_meanmax,NA
tpi100,3.0464595025580623,POS,tstat,VAR,1,T1_meanmin,NA
canopy_cover2m_10m,1.968177363083204,POS,tstat,VAR,1,T1_meanmin,NA
moist_med,2.2584602004180314,POS,tstat,VAR,1,T1_meanmin,NA
tpi100,0.1640632262419231,NA,perm_r2,VAR,1,T1_meanmin,0.048997986532076335
canopy_cover2m_10m,0.12257002460231178,NA,perm_r2,VAR,1,T1_meanmin,0.043559299969096785
moist_med,0.12180858670683042,NA,perm_r2,VAR,1,T1_meanmin,0.04051383625192798
tpi100,0.12943530797324873,NA,perm_rmse,VAR,1,T1_meanmin,0.018552093916051483
canopy_cover2m_10m,0.04843475284398654,NA,perm_rmse,VAR,1,T1_meanmin,0.024911631719075393
moist_med,0.0713538439896402,NA,perm_rmse,VAR,1,T1_meanmin,0.022257606770878652
tpi100,0.3622290363376522,NA,pdp,VAR,1,T1_meanmin,NA
canopy_cover2m_10m,0.15822606349108667,NA,pdp,VAR,1,T1_meanmin,NA
moist_med,0.19671947013334734,NA,pdp,VAR,1,T1_meanmin,NA
tpi100,2.1907904706737993,POS,tstat,VAR,1,T2_mean,NA
canopy_cover2m_10m,1.8607258136319682,POS,tstat,VAR,1,T2_mean,NA
moist_med,3.5090553125825226,POS,tstat,VAR,1,T2_mean,NA
tpi100,0.12783935089570872,NA,perm_r2,VAR,1,T2_mean,0.02784271668789383
canopy_cover2m_10m,0.06934839076198623,NA,perm_r2,VAR,1,T2_mean,0.0585565192598435
moist_med,0.21423110270701487,NA,perm_r2,VAR,1,T2_mean,0.025764043506490475
tpi100,0.04680621011503445,NA,perm_rmse,VAR,1,T2_mean,0.020480128664019426
canopy_cover2m_10m,0.03975963600827375,NA,perm_rmse,VAR,1,T2_mean,0.01858498934392505
moist_med,0.12046125778013672,NA,perm_rmse,VAR,1,T2_mean,0.04038329529707148
tpi100,0.21622735158594525,NA,pdp,VAR,1,T2_mean,NA
canopy_cover2m_10m,0.12417040799223736,NA,pdp,VAR,1,T2_mean,NA
moist_med,0.25371553091247856,NA,pdp,VAR,1,T2_mean,NA
tpi100,1.4327701461659985,POS,tstat,VAR,1,T2_absmin,NA
moist_med,2.838131799868006,POS,tstat,VAR,1,T2_absmin,NA
tpi100,0.04957527224191511,NA,perm_r2,VAR,1,T2_absmin,0.047396047134893586
moist_med,0.1414842111886947,NA,perm_r2,VAR,1,T2_absmin,0.024155113261870313
tpi100,0.05105502886189302,NA,perm_rmse,VAR,1,T2_absmin,0.02755663648914654
moist_med,0.18418376189252653,NA,perm_rmse,VAR,1,T2_absmin,0.05989474490754576
tpi100,0.3035381410844515,NA,pdp,VAR,1,T2_absmin,NA
moist_med,0.42477553366262943,NA,pdp,VAR,1,T2_absmin,NA
tpi100,2.226212770743223,POS,tstat,VAR,1,T2_meanmax,NA
canopy_cover2m_10m,1.8173817691168461,POS,tstat,VAR,1,T2_meanmax,NA
moist_med,3.4941513322098774,POS,tstat,VAR,1,T2_meanmax,NA
tpi100,0.12669321509408557,NA,perm_r2,VAR,1,T2_meanmax,0.046719136411956956
canopy_cover2m_10m,0.0646644921453523,NA,perm_r2,VAR,1,T2_meanmax,0.044186445209735865
moist_med,0.21424996094293924,NA,perm_r2,VAR,1,T2_meanmax,0.03798038379726814
tpi100,0.04508370719523754,NA,perm_rmse,VAR,1,T2_meanmax,0.015965178394701504
canopy_cover2m_10m,0.04325161683896598,NA,perm_rmse,VAR,1,T2_meanmax,0.011974605049392842
moist_med,0.12040704969840332,NA,perm_rmse,VAR,1,T2_meanmax,0.040950805438309854
tpi100,0.21138266117313773,NA,pdp,VAR,1,T2_meanmax,NA
canopy_cover2m_10m,0.11667419099218757,NA,pdp,VAR,1,T2_meanmax,NA
moist_med,0.24304766599361213,NA,pdp,VAR,1,T2_meanmax,NA
tpi100,2.146371873059809,POS,tstat,VAR,1,T2_meanmin,NA
canopy_cover2m_10m,1.8249827733501178,POS,tstat,VAR,1,T2_meanmin,NA
moist_med,3.492723945736573,POS,tstat,VAR,1,T2_meanmin,NA
tpi100,0.06890443969825792,NA,perm_r2,VAR,1,T2_meanmin,0.03631054839340708
canopy_cover2m_10m,0.09144138983789993,NA,perm_r2,VAR,1,T2_meanmin,0.02953097295912108
moist_med,0.21822058801966915,NA,perm_r2,VAR,1,T2_meanmin,0.02987904397193095
tpi100,0.046961811310976195,NA,perm_rmse,VAR,1,T2_meanmin,0.030630472469964243
canopy_cover2m_10m,0.03419639781839626,NA,perm_rmse,VAR,1,T2_meanmin,0.01789346245101109
moist_med,0.14639883201942583,NA,perm_rmse,VAR,1,T2_meanmin,0.03249860287475142
tpi100,0.22018573965889976,NA,pdp,VAR,1,T2_meanmin,NA
canopy_cover2m_10m,0.1265811185340644,NA,pdp,VAR,1,T2_meanmin,NA
moist_med,0.2624795874163491,NA,pdp,VAR,1,T2_meanmin,NA
altitude,1.4636224950964225,POS,tstat,VAR,1,T3_mean,NA
wetland_prop_100m,1.6015820013632176,POS,tstat,VAR,1,T3_mean,NA
canopy_cover2m_10m,2.714255418349209,POS,tstat,VAR,1,T3_mean,NA
moist_med,1.3565484660693474,POS,tstat,VAR,1,T3_mean,NA
altitude,0.0653734529459123,NA,perm_r2,VAR,1,T3_mean,0.035936744398866884
wetland_prop_100m,0.11901661231849496,NA,perm_r2,VAR,1,T3_mean,0.060521554662796254
canopy_cover2m_10m,0.18318474768815304,NA,perm_r2,VAR,1,T3_mean,0.017916446252075495
moist_med,0.09664818720955974,NA,perm_r2,VAR,1,T3_mean,0.05820211104659405
altitude,0.037032190457158075,NA,perm_rmse,VAR,1,T3_mean,0.01623274400203716
wetland_prop_100m,0.08373751916104147,NA,perm_rmse,VAR,1,T3_mean,0.029382073620005132
canopy_cover2m_10m,0.12187522007669901,NA,perm_rmse,VAR,1,T3_mean,0.032557652018710394
moist_med,0.039076850025133655,NA,perm_rmse,VAR,1,T3_mean,0.016758793430200133
altitude,0.14958744800190285,NA,pdp,VAR,1,T3_mean,NA
wetland_prop_100m,0.2079837123208979,NA,pdp,VAR,1,T3_mean,NA
canopy_cover2m_10m,0.2338004723569494,NA,pdp,VAR,1,T3_mean,NA
moist_med,0.1273536765600074,NA,pdp,VAR,1,T3_mean,NA
snow_days,1.8689619159320803,POS,tstat,VAR,1,T3_absmin,NA
tpi100,1.498949751066024,POS,tstat,VAR,1,T3_absmin,NA
canopy_cover2m_10m,2.118187063847476,POS,tstat,VAR,1,T3_absmin,NA
moist_med,2.9571399170915815,POS,tstat,VAR,1,T3_absmin,NA
snow_days,0.11725442386746279,NA,perm_r2,VAR,1,T3_absmin,0.024605421562843587
tpi100,0.07928466236932864,NA,perm_r2,VAR,1,T3_absmin,0.023635073077391947
canopy_cover2m_10m,0.1317347867022605,NA,perm_r2,VAR,1,T3_absmin,0.026175084675358815
moist_med,0.17557630179119402,NA,perm_r2,VAR,1,T3_absmin,0.01689613106753709
snow_days,0.11393302601137474,NA,perm_rmse,VAR,1,T3_absmin,0.04117999111291153
tpi100,0.06217054126009984,NA,perm_rmse,VAR,1,T3_absmin,0.03693643338961046
canopy_cover2m_10m,0.1430150009499149,NA,perm_rmse,VAR,1,T3_absmin,0.05446072573857349
moist_med,0.2573543187013566,NA,perm_rmse,VAR,1,T3_absmin,0.08902345284274425
snow_days,0.5774883515340059,NA,pdp,VAR,1,T3_absmin,NA
tpi100,0.39813351951322185,NA,pdp,VAR,1,T3_absmin,NA
canopy_cover2m_10m,0.39199530214627676,NA,pdp,VAR,1,T3_absmin,NA
moist_med,0.6065587243650885,NA,pdp,VAR,1,T3_absmin,NA
altitude,1.44467158271424,POS,tstat,VAR,1,T3_meanmax,NA
wetland_prop_100m,1.489544487799348,POS,tstat,VAR,1,T3_meanmax,NA
canopy_cover2m_10m,2.662019095357627,POS,tstat,VAR,1,T3_meanmax,NA
moist_med,1.5001252705720394,POS,tstat,VAR,1,T3_meanmax,NA
altitude,0.05523351443070397,NA,perm_r2,VAR,1,T3_meanmax,0.04301847510057371
wetland_prop_100m,0.11885206086926488,NA,perm_r2,VAR,1,T3_meanmax,0.0421844738546909
canopy_cover2m_10m,0.18476124854757545,NA,perm_r2,VAR,1,T3_meanmax,0.011565199509568863
moist_med,0.13943175049224604,NA,perm_r2,VAR,1,T3_meanmax,0.04094418046291316
altitude,0.03766792522913839,NA,perm_rmse,VAR,1,T3_meanmax,0.018889162455915844
wetland_prop_100m,0.050436384645531594,NA,perm_rmse,VAR,1,T3_meanmax,0.014262340474064805
canopy_cover2m_10m,0.09987345851322232,NA,perm_rmse,VAR,1,T3_meanmax,0.02805066524137509
moist_med,0.04291965222769548,NA,perm_rmse,VAR,1,T3_meanmax,0.016270483715655485
altitude,0.1397201170120512,NA,pdp,VAR,1,T3_meanmax,NA
wetland_prop_100m,0.18304478409787955,NA,pdp,VAR,1,T3_meanmax,NA
canopy_cover2m_10m,0.21698492905964703,NA,pdp,VAR,1,T3_meanmax,NA
moist_med,0.133268476436157,NA,pdp,VAR,1,T3_meanmax,NA
altitude,1.4910212798279918,POS,tstat,VAR,1,T3_meanmin,NA
wetland_prop_100m,2.827619271559199,POS,tstat,VAR,1,T3_meanmin,NA
canopy_cover2m_10m,2.6315718067411766,POS,tstat,VAR,1,T3_meanmin,NA
altitude,0.054846556680960716,NA,perm_r2,VAR,1,T3_meanmin,0.03987071834572059
wetland_prop_100m,0.1608066466649263,NA,perm_r2,VAR,1,T3_meanmin,0.013051030129328447
canopy_cover2m_10m,0.14859543599615574,NA,perm_r2,VAR,1,T3_meanmin,0.03370725238209328
altitude,0.041621743598480386,NA,perm_rmse,VAR,1,T3_meanmin,0.02043406219464024
wetland_prop_100m,0.13278758298511456,NA,perm_rmse,VAR,1,T3_meanmin,0.03733028388525502
canopy_cover2m_10m,0.1276204848389173,NA,perm_rmse,VAR,1,T3_meanmin,0.01816541162918453
altitude,0.1619744910699366,NA,pdp,VAR,1,T3_meanmin,NA
wetland_prop_100m,0.32449541785120006,NA,pdp,VAR,1,T3_meanmin,NA
canopy_cover2m_10m,0.24037037712368686,NA,pdp,VAR,1,T3_meanmin,NA
altitude,6.622176618429419,POS,tstat,VAR,1,T4_mean,NA
wetland_prop_100m,4.017069070072977,NEG,tstat,VAR,1,T4_mean,NA
altitude,0.5197764393528288,NA,perm_r2,VAR,1,T4_mean,0.07188824311925682
wetland_prop_100m,0.22152296328372392,NA,perm_r2,VAR,1,T4_mean,0.09913989913566647
altitude,0.3157274132785807,NA,perm_rmse,VAR,1,T4_mean,0.047021848571751304
wetland_prop_100m,0.12113509681941462,NA,perm_rmse,VAR,1,T4_mean,0.03552293544272182
altitude,0.40178754332467603,NA,pdp,VAR,1,T4_mean,NA
wetland_prop_100m,0.26852691167074594,NA,pdp,VAR,1,T4_mean,NA
altitude,10.354971956648692,POS,tstat,VAR,1,T4_absmin,NA
wetland_prop_100m,2.3459995350328704,NEG,tstat,VAR,1,T4_absmin,NA
canopy_cover2m_10m,1.3906587246231108,POS,tstat,VAR,1,T4_absmin,NA
moist_med,1.680702162518149,POS,tstat,VAR,1,T4_absmin,NA
altitude,0.8005468644769692,NA,perm_r2,VAR,1,T4_absmin,0.020551761387128813
wetland_prop_100m,0.10118822122182275,NA,perm_r2,VAR,1,T4_absmin,0.029469454498858846
canopy_cover2m_10m,0.023425938826158055,NA,perm_r2,VAR,1,T4_absmin,0.008905026520251746
moist_med,0.03663660945887991,NA,perm_r2,VAR,1,T4_absmin,0.011258999658412296
altitude,4.1334059472107825,NA,perm_rmse,VAR,1,T4_absmin,0.5499506756241946
wetland_prop_100m,0.4809138064418741,NA,perm_rmse,VAR,1,T4_absmin,0.14560123892691995
canopy_cover2m_10m,0.1274889023015866,NA,perm_rmse,VAR,1,T4_absmin,0.08375000778807169
moist_med,0.2448518743989984,NA,perm_rmse,VAR,1,T4_absmin,0.08523676617033406
altitude,4.357957206597217,NA,pdp,VAR,1,T4_absmin,NA
wetland_prop_100m,1.2675450209907977,NA,pdp,VAR,1,T4_absmin,NA
canopy_cover2m_10m,0.5023999132123875,NA,pdp,VAR,1,T4_absmin,NA
moist_med,0.6572006777700177,NA,pdp,VAR,1,T4_absmin,NA
tpi100,1.7864618996571446,POS,tstat,VAR,1,T4_meanmax,NA
tpi100,0.04791519147261762,NA,perm_r2,VAR,1,T4_meanmax,0.015219375624320344
tpi100,0.02510950336541623,NA,perm_rmse,VAR,1,T4_meanmax,0.013969424753822101
tpi100,0.09716707973646473,NA,pdp,VAR,1,T4_meanmax,NA
altitude,9.256436325664843,POS,tstat,VAR,1,T4_meanmin,NA
wetland_prop_100m,4.088778896089286,NEG,tstat,VAR,1,T4_meanmin,NA
snow_days,2.5741771587643276,NEG,tstat,VAR,1,T4_meanmin,NA
moist_med,1.8458075120194886,NEG,tstat,VAR,1,T4_meanmin,NA
altitude,0.6999703554850395,NA,perm_r2,VAR,1,T4_meanmin,0.053239585549787125
wetland_prop_100m,0.3043291732335767,NA,perm_r2,VAR,1,T4_meanmin,0.04118645225574824
snow_days,0.062394656029871653,NA,perm_r2,VAR,1,T4_meanmin,0.013209129600410183
moist_med,0.054298207070271685,NA,perm_r2,VAR,1,T4_meanmin,0.02664590206516091
altitude,0.8621895556068311,NA,perm_rmse,VAR,1,T4_meanmin,0.09527947382990547
wetland_prop_100m,0.28368401131228976,NA,perm_rmse,VAR,1,T4_meanmin,0.04750511285189312
snow_days,0.0865110715022597,NA,perm_rmse,VAR,1,T4_meanmin,0.034093613617035966
moist_med,0.07380607283722143,NA,perm_rmse,VAR,1,T4_meanmin,0.020212805463381535
altitude,0.9570535918502142,NA,pdp,VAR,1,T4_meanmin,NA
wetland_prop_100m,0.5819685074487264,NA,pdp,VAR,1,T4_meanmin,NA
snow_days,0.3808463247563795,NA,pdp,VAR,1,T4_meanmin,NA
moist_med,0.21270421817617058,NA,pdp,VAR,1,T4_meanmin,NA
tpi100,2.5712724548519312,POS,tstat,VAR,2,T1_absmax,NA
canopy_cover2m_10m,1.714688778142487,POS,tstat,VAR,2,T1_absmax,NA
moist_med,2.8633613815697387,POS,tstat,VAR,2,T1_absmax,NA
tpi100,0.14002842350809605,NA,perm_r2,VAR,2,T1_absmax,0.06045337970264611
canopy_cover2m_10m,0.07014941240442642,NA,perm_r2,VAR,2,T1_absmax,0.05242269274384613
moist_med,0.19001469563527762,NA,perm_r2,VAR,2,T1_absmax,0.02578680519264187
tpi100,0.06266944777373112,NA,perm_rmse,VAR,2,T1_absmax,0.0277735185213984
canopy_cover2m_10m,0.03699809250558586,NA,perm_rmse,VAR,2,T1_absmax,0.021727476987529866
moist_med,0.11135332826422177,NA,perm_rmse,VAR,2,T1_absmax,0.03291876159540856
tpi100,0.24461748658563418,NA,pdp,VAR,2,T1_absmax,NA
canopy_cover2m_10m,0.11029368509628715,NA,pdp,VAR,2,T1_absmax,NA
moist_med,0.19955500217183308,NA,pdp,VAR,2,T1_absmax,NA
tpi100,1.768783893519536,POS,tstat,VAR,2,T2_absmax,NA
canopy_cover2m_10m,1.7130515961948314,POS,tstat,VAR,2,T2_absmax,NA
moist_med,3.4229786245821647,POS,tstat,VAR,2,T2_absmax,NA
tpi100,0.08283484307663469,NA,perm_r2,VAR,2,T2_absmax,0.052303967479047773
canopy_cover2m_10m,0.09228554853249613,NA,perm_r2,VAR,2,T2_absmax,0.028646789771810708
moist_med,0.19257590086665644,NA,perm_r2,VAR,2,T2_absmax,0.0400589951553
